[base]
code = BJ,2010-11-11 14:31:25,sifang,CSC_103,,,,,00000000,
name = 61850接入规约
doc version = v1.40
tool = 1326 config tool
tool version = v1.10
last modified datetime = 2007-1-9 14:27

DIG=内部组号,内部条目号,Type,61850编号,数据类型,sfaddr,YxType,描述
176,96,375,16,96,375,ACT,1CSC103保护启动
176,97,376,16,97,376,ACT,1CSC103阻抗元件启动
176,98,377,16,98,377,ACT,1CSC103三相不一致启动
176,99,378,16,99,378,ACT,1CSC103零序辅助启动
176,100,379,16,100,379,ACT,1CSC103静稳失稳启动
176,101,380,16,101,380,ACT,1CSC103保护三跳失败
176,102,381,16,102,381,ACT,1CSC103保护单跳失败
176,103,382,16,103,382,ACT,1CSC103故障测距
176,104,383,16,104,383,ACT,1CSC103零序手合加速动作
176,105,384,16,105,384,ACT,1CSC103零序差动动作
176,106,385,16,106,385,ACT,1CSC103差动发展动作
176,107,386,16,107,386,ACT,1CSC103纵联差动保护动作
176,108,387,16,108,387,ACT,1CSC103差动手合动作
176,109,388,16,109,388,ACT,1CSC103远方跳闸动作
176,110,389,16,110,389,ACT,1CSC103远传命令1开出
176,111,390,16,111,390,ACT,1CSC103远传命令2开出
176,112,391,16,112,391,ACT,1CSC103远传命令1返回
176,113,392,16,113,392,ACT,1CSC103远传命令2返回
176,114,393,16,114,393,ACT,1CSC103差动弱馈启动
176,115,394,16,115,394,ACT,1CSC103差动远方召唤启动
176,116,395,16,116,395,ACT,1CSC103采样失步
176,117,396,16,117,396,ACT,1CSC103采样已同步
176,118,397,16,118,397,ACT,1CSC103通道A通
176,119,398,16,119,398,ACT,1CSC103通道B通
176,120,399,16,120,399,ACT,1CSC103通道A断
176,121,400,16,121,400,ACT,1CSC103通道B断
176,122,401,16,122,401,ACT,1CSC103数据来源通道A
176,123,402,16,123,402,ACT,1CSC103数据来源通道B
176,124,403,16,124,403,ACT,1CSC103三相差动电流
176,125,404,16,125,404,ACT,1CSC103三相制动电流
176,126,405,16,126,405,ACT,1CSC103零序反时限动作
176,127,406,16,127,406,ACT,1CSC103远方跳闸开入
176,128,407,16,128,407,ACT,1CSC103远传命令1开入
176,129,408,16,129,408,ACT,1CSC103远传命令2开入
176,130,409,16,130,409,ACT,1CSC103对侧差动动作
176,131,410,16,131,410,ACT,1CSC103三相不一致动作
176,132,411,16,132,411,ACT,1CSC103故障相电压
176,133,412,16,133,412,ACT,1CSC103故障相电流
176,134,413,16,134,413,ACT,1CSC103距离Ⅱ段加速动作
176,135,414,16,135,414,ACT,1CSC103距离Ⅲ段加速动作
176,136,415,16,136,415,ACT,1CSC103距离手合加速动作
176,137,416,16,137,416,ACT,1CSC103距离相近加速动作
176,138,417,16,138,417,ACT,1CSC103距离Ⅰ段发展动作
176,139,418,16,139,418,ACT,1CSC103距离Ⅱ段发展动作
176,140,419,16,140,419,ACT,1CSC103距离加速动作
176,141,420,16,141,420,ACT,1CSC103测距阻抗
176,142,421,16,142,421,ACT,1CSC103联跳三跳
176,143,422,16,143,422,ACT,1CSC103故障跳三相
176,144,423,16,144,423,ACT,1CSC103故障跳A相
176,145,424,16,145,424,ACT,1CSC103故障跳B相
176,146,425,16,146,425,ACT,1CSC103故障跳C相
176,147,426,16,147,426,ACT,1CSC103零序过流Ⅱ段动作
176,148,427,16,148,427,ACT,1CSC103零序过流Ⅲ段动作
176,149,428,16,149,428,ACT,1CSC103重合闸动作
176,150,429,16,150,429,ACT,1CSC103重合失败
176,151,430,16,151,430,ACT,1CSC103单跳启动重合
176,152,431,16,152,431,ACT,1CSC103三跳启动重合
176,153,432,16,153,432,ACT,1CSC103三跳闭锁重合闸
176,154,433,16,154,433,ACT,1CSC103同期相别改变
176,155,434,16,155,434,ACT,1CSC103单跳闭锁重合闸
176,156,435,16,156,435,ACT,1CSC103闭锁重合闸
176,157,436,16,157,436,ACT,1CSC103低气压闭锁重合闸
176,158,437,16,158,437,ACT,1CSC103闭锁重合闸开入
176,159,438,16,159,438,ACT,1CSC103重合闸未重合
176,160,439,16,160,439,ACT,1CSC103重合不成功
176,161,440,16,161,440,ACT,1CSC103重合成功
176,162,441,16,162,441,ACT,1CSC103单相偷跳启动重合
176,163,442,16,163,442,ACT,1CSC103三相偷跳启动重合
176,164,443,16,164,443,ACT,1CSC103分相差动动作
176,165,444,16,165,444,ACT,1CSC103零序加速段动作
176,166,445,16,166,445,ACT,1CSC103接地距离Ⅰ段动作
176,167,446,16,167,446,ACT,1CSC103接地距离Ⅱ段动作
176,168,447,16,168,447,ACT,1CSC103接地距离Ⅲ段动作
176,169,448,16,169,448,ACT,1CSC103相间距离Ⅰ段动作
176,170,449,16,170,449,ACT,1CSC103相间距离Ⅱ段动作
176,171,450,16,171,450,ACT,1CSC103相间距离Ⅲ段动作
176,172,451,16,172,451,ACT,1CSC103PT断线零序动作
176,173,452,16,173,452,ACT,1CSC103PT断线相过流动作
[FAULT_PARA]
224,1,1,224,1,1,0,0,0
224,2,1,224,1,2,0,0,0
224,3,1,224,1,3,0,0,0
224,4,1,224,1,4,0,0,0
224,5,1,224,1,5,0,0,0
[SETPOINT]
